Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs
NGC7392,342.953079,-20.6081581,39.8613642,-61.9582758,0.145,0.85,3.8,SBbc,3158.6,21.1,45.1228585379464,12.585,0.052,-20.524,10.734,0.076,12.725,11.84,33.109,0.087,41.8600971507566,1.345,"2MASXJ22514874-2036292,6dFJ2251487-203629,AGC035733,ESO603-022,ESOLV6030220,HIPASSJ2251-20B,IRAS22491-2052,LGG463:[G93]008,MCG-04-53-040,NGC7392,PGC069887",132.78568257633825,26.94796292572684,11.84,-21.269000000000002,1.9410072803609637,624,3.1924,25.909000000000002,68,11.053
NGC5324,208.0245945,-6.058397,329.0078159,53.7139238,0.124,,4.9,Sc,3042.0,1.8,43.4571428571429,12.586,0.308,-20.689,,,,12.18,33.275,0.349,45.1856261891135,1.346,"2MASXJ13520588-0603299,AGC530375,HIPASSJ1352-06,IRAS13494-0548,MCG-01-35-016,NGC5324,PGC049236",133.09178518801318,29.15587062442662,12.18,-21.095,1.7746836592712043,486,3.2089,26.075,49,10.187
NGC2639,130.9085805,50.2055329,168.8740229,38.1853427,0.102,0.95,0.8,Sa,3225.0,6.7,46.0714285714286,12.596,0.082,-20.868,,,12.936,11.764,33.464,0.322,49.2946900651781,1.207,"2MASXJ08433809+5012199,CGCG237-014,IRAS08400+5023,MCG+08-16-024,NGC2639,PGC024506,PGC024507,SDSSJ084338.06+501219.9,UGC04544,UZC084000+50220",96.63873811069624,23.09541921051408,11.764,-21.7,2.4863614026053256,1190,3.2268,26.264,110,9.278
NGC3963,178.7446185,58.4935793,136.5096027,57.1216151,0.099,,4.0,Sbc,3184.4,2.8,45.4914271763393,12.598,0.073,-20.892,11.992,0.113,14.423,12.008,33.49,0.316,49.8884873079175,1.401,"2MASXJ11545871+5829364,CGCG292-044,IRAS11523+5846,LGG251:[G93]007,MCG+10-17-100,NGC3963,NIBLES1434,PGC037386,SDSSJ115458.71+582936.9,SDSSJ115458.71+582937.0,SDSSJ115458.71+582937.2,UGC06884,UZC115224+58460",151.06061566553132,36.5364245381236,12.008,-21.482000000000003,2.185909014948379,855,3.2291999999999996,26.290000000000003,78,9.207
UGC03714,108.1362915,71.7505278,143.4755335,27.3020874,0.24,,-0.5,E?,3059.0,4.4,43.7,12.601,0.327,-20.784,11.38,0.049,,,33.385,0.331,47.533485852663,1.268,"2MASXJ07123271+7145019,CGCG330-030,IRAS07067+7149,KUG0706+718,LGG141:[G93]002,MCG+12-07-032,PGC020398,UGC03714,UZC070648+71500,[RC2]A0706+71",111.2118974048887,25.628628957618044,11.962801751500352,-21.422198248499647,2.112416688461053,782,3.2184,26.185,75,9.659
NGC3894,177.2099205,59.4157878,137.1229848,55.9544041,0.148,1.04,-4.1,E,3239.3,18.7,46.2757149832589,12.616,0.094,-20.899,,,13.206,11.616,33.515,0.312,50.4661155714722,1.425,"2MASXJ11485036+5924561,CGCG292-033,KPG303A,LAMOSTJ114850.36+592456.5,LAMOSTJ114850.44+592458.3,LGG251:[G93]004,MCG+10-17-078,NGC3894,PGC036889,SDSSJ114850.35+592456.3,UGC06779,UZC114606+59420",159.6435035879286,39.05940175164542,11.616,-21.899,2.807121020575323,1613,3.2298999999999998,26.315,145,9.042
NGC0521,21.1408305,1.7313664,139.6965621,-60.0577617,0.138,0.945,4.0,Sbc,5022.9,2.0,71.755712890625,12.625,0.113,-21.656,10.605,0.16,12.865,11.805,34.281,0.219,71.8124338522769,1.443,"2MASXJ01243377+0143532,2MASXJ01243380+0143522,AGC000962,CGCG385-106,HIPASSJ0124+01,IRAS01219+0128,MCG+00-04-118,NGC0521,NGC0533:[ZM98]0001,PGC005190,SRGB102.046,UGC00962,UZC012200+01280,[ISI96]0121+0128,[RGD2016]J012433.78+014353.0",166.39920627911044,57.93291151668968,11.805,-22.476,4.009386474682628,3921,3.3056,27.081,242,6.173
NGC2513,120.6027735,9.413523,212.4152308,20.0082414,0.1,1.01,-4.9,E,4702.2,3.0,67.1742885044643,12.625,0.194,-21.526,,,,11.635,34.151,0.234,67.6394699000227,1.28,"2MASXJ08022465+0924489,AGC004184,CGCG059-025,LAMOSTJ080224.67+092448.3,MCG+02-21-009,NGC2513,PGC022555,SDSSJ080224.67+092448.7,UGC04184,UZC075942+09330",114.32764307779485,37.49090331709715,11.635,-22.516000000000005,4.108703816723846,4169,3.2926,26.951000000000004,275,6.602
NGC2523,123.75029099999999,73.5789444,141.0387674,31.8098038,0.131,0.885,4.0,Sbc,3481.8,5.6,49.7400006975446,12.643,0.055,-20.591,,,12.843,11.903,33.234,0.411,44.3404638432222,1.445,"2MASXJ08150007+7334442,ARP009,CGCG331-032,IRAS08092+7343,LGG154:[G93]004,MCG+12-08-031,NGC2523,PGC023128,UGC04271,UZC080918+73440",167.16727011778625,35.93568611459948,11.903,-21.331000000000003,2.0074967533879544,683,3.1991000000000005,26.034000000000002,70,10.297
NGC7785,358.829292,5.9158611,98.5383545,-54.2763205,0.242,1.045,-4.8,E,3886.2,7.9,55.5171421595982,12.644,0.124,-21.111,,,13.184,11.604,33.755,0.279,56.3637933071068,1.291,"2MASXJ23551903+0554571,CGCG407-075,KIG1045,MCG+01-60-049,NGC7785,PGC072867,UGC12841,UZC235248+05380",117.26036734652365,32.04246531517647,11.604,-22.151000000000003,3.2806344896567907,2378,3.2511,26.555000000000003,190,8.011
NGC2672,132.34117650000002,19.0749586,207.4633345,34.2616061,0.092,1.02,-4.8,E,3843.0,16.0,54.9,12.647,0.202,-21.085,,,13.267,11.637,33.732,0.282,55.7698772646572,1.505,"2MASXJ08492189+1904298,ARP167:,CGCG090-019:,KPG175A,LAMOSTJ084921.87+190429.6,LAMOSTJ084921.88+190429.9,MCG+03-23-010,NGC2672,PGC024790,SDSSJ084921.88+190429.9,UGC04619,UZC084630+19160",191.93370658148382,51.894985862846724,11.637,-22.095,3.1686992267149208,2182,3.2485,26.532,177,8.128
NGC1032,39.8485005,1.0938333,169.9236557,-51.647965,0.164,1.015,0.3,S0-a,2726.6,4.6,38.9514299665179,12.647,0.101,-20.26,10.643,0.399,13.117,11.674,32.907,0.415,38.1417222325753,1.554,"2MASXJ02392368+0105376,CGCG388-086,EGISJ023923.6+010538,EONJ039.849+01.094,MCG+00-07-073,NGC1032,PGC010060,SRGB149.043,UGC02147,UZC023648+00530",214.85786226158166,39.73068092922294,11.674,-21.232999999999997,1.9041658486640927,592,3.1660000000000004,25.706999999999997,70,11.921
NGC4430,186.859668,6.2629711,286.5610205,68.3685573,0.08,,3.5,Sb,1447.8,1.9,20.6828578404018,12.648,0.086,-20.039,11.848,0.639,14.721,,32.687,0.503,34.466727846695,1.306,"2MASXJ12272638+0615455,AGC007566,CGCG042-111,EVCC0660,HIPASSJ1227+06,IRAS12248+0632,KPG338A,LGG289:[G93]033,MCG+01-32-067,NGC4430,PGC040851,SDSSJ122726.40+061545.9,SDSSJ122726.41+061546.0,UGC07566,UZC122454+06320,VCC1002",121.38115072069631,20.282699864780295,12.007945656283596,-20.679054343716402,1.4905730869205627,278,3.1439000000000004,25.487,37,13.382
NGC1016,39.5814585,2.1191944,168.5400455,-51.035059,0.135,1.045,-4.9,E,6658.0,17.0,95.1142857142857,12.648,0.162,-22.247,,,13.208,11.638,34.895,0.166,95.279636488069,1.354,"2MASXJ02381955+0207091,CGCG388-076,MCG+00-07-067,NGC1016,PGC009997,SRGB149.033,UGC02128,UZC023542+01550",135.5661462132587,62.62183662418588,11.638,-23.257000000000005,6.360785844937823,12773,3.3647,27.695000000000004,576,4.513
NGC0128,7.3127445,2.8640425,111.9558723,-59.5340542,0.125,1.045,-2.0,S0,4129.9,33.5,58.9985700334821,12.648,0.13,-21.219,,,13.228,11.628,33.867,0.265,59.3471839023913,1.499,"2MASXJ00291506+0251505,2MFGC00335,CGCG383-029:,LGG006:[G93]002,MCG+00-02-051,NGC0128,PGC001791,UGC00292,UZC002642+02350",189.30027740247766,54.466043079429525,11.628,-22.238999999999997,3.464486401134309,2724,3.2619,26.666999999999998,207,7.605
NGC5313,207.434802,39.9847415,83.4130901,72.3610522,0.036,0.89,3.1,SABb,2540.0,2.8,36.2857142857143,12.649,0.385,-20.568,11.283,0.236,14.451,12.09,33.217,0.259,43.9946443044631,1.258,"2MASXJ13494435+3959045,CGCG218-054,IRAS13475+4013,LGG361:[G93]004,MCG+07-28-074,NGC5313,NIBLES1934,PGC049069,SDSSJ134944.34+395905.1,UGC08744,UZC134736+40140",108.68040555717616,23.180645215391657,12.09,-21.127,1.8030727397317605,509,3.1968000000000005,26.017,53,10.426
NGC5846A,226.621404,1.5949616,0.4131441,48.7900572,0.242,1.02,-4.7,E,2309.9,18.5,32.9985700334821,12.649,0.279,-20.121,9.71,0.081,,13.37,32.77,0.444,35.8096512592224,1.5,"MCG+00-38-026,NGC5846:[CMI2006]F02-4003,NGC5846:[MTT2005]201,NGC5846A,PGC053930",189.73665961010275,32.940167317419665,13.37,-19.400000000000006,1.4251095424547202,82,3.1521,25.570000000000004,10,12.801
NGC7167,330.127542,-24.6325484,26.7796463,-51.6551751,0.162,0.65,5.1,SBc,2572.5,2.9,36.75,12.662,0.217,-20.143,,,,,32.805,0.433,36.3915087271335,1.263,"2MASXJ22003063-2437573,2MIG2991,ESO532-009,ESOLV5320090,HIPASSJ2200-24,IRAS21576-2452,MCG-04-52-001,NGC7167,PGC067816",109.93886534227268,19.396607168227625,12.02139277685733,-20.78360722314267,1.547689208550878,318,3.1543,25.605,40,12.579
NGC3183,155.4540195,74.1769917,135.2658461,39.1589383,0.2,,3.8,SBbc,3092.5,3.7,44.1785714285714,12.669,0.082,-20.769,10.98,0.049,,,33.438,0.324,48.7079604884378,1.347,"2MASXJ10214899+7410368,CGCG333-023,CGCG351-018,HIJASSJ1022+74,IRAS10176+7425,LGG193:[G93]003,MCG+12-10-028,NGC3183,NGC3218,PGC030323,UGC05582,UZC101730+74260",133.39859343908418,31.501095282496255,12.028116337144196,-21.409883662855805,2.0977477785797873,768,3.2169,26.238000000000003,72,9.425
IC0520,133.426125,73.4909167,140.194125,34.4578436,0.123,0.935,1.7,SABa,3486.8,3.4,49.8114292689732,12.669,0.133,-20.993,,,12.949,11.829,33.662,0.291,54.000744790966,1.323,"2MASXJ08534227+7329273,ARK183,CGCG331-073,CGCG332-025,IC0520,IRAS08483+7340,LGG162:[G93]004,MCG+12-09-026,PGC024970,UGC04630,UZC084824+73410",126.2267063859885,33.04649919935018,11.829,-21.833,2.695672463190931,1458,3.2393,26.462,122,8.398
NGC5965,233.5095375,56.6857598,90.0634844,48.7564196,0.075,0.96,3.1,SABb,3383.1,10.2,48.3300013950893,12.674,0.133,-20.965,11.311,0.29,15.024,11.784,33.639,0.294,53.4318225068876,1.706,"2MASXJ15340245+5641081,2MFGC12550,CGCG297-016,FGC1918,IRAS15328+5651,KPG469B,MCG+10-22-020,NGC5965,PGC055459,RFGC2994,SDSSJ153402.28+564108.5,SDSSJ153402.29+564108.5,SDSSJ153402.29+564108.6,UGC09914,UZC153248+56520",304.8956655363363,78.9815581124131,11.784,-21.855000000000004,2.73225612850581,1508,3.2365000000000004,26.439000000000004,127,8.478
NGC4256,184.67946,65.8982863,128.2171389,50.8929635,0.113,,2.9,Sb,2529.4,5.2,36.1342843191964,12.675,0.327,-20.353,10.875,0.1,,,33.028,0.279,40.3273770305893,1.588,"2MASXJ12184303+6553530,2MASXJ12184304+6553531,2MASXJ12184305+6553540,2MFGC09696,CGCG315-032,EGISJ121843.1+655354,EONJ184.680+65.898,IRAS12163+6610,LGG277:[G93]002,MCG+11-15-045,NGC4256,PGC039568,SDSSJ121843.07+655353.7,UGC07351,UZC121624+66100",232.35458695297038,45.4282162889452,12.033879388818653,-20.994120611181344,1.6914983488651387,422,3.1753,25.828,47,11.311
NGC5533,214.03219199999998,35.3437622,62.6259305,70.1749628,0.064,,2.4,SABa,3863.2,2.4,55.1885707310268,12.676,0.049,-21.03,10.54,0.1,,11.806,33.706,0.211,55.1061736409933,1.457,"2MASXJ14160771+3520373,AGC009133,CGCG191-072,IRAS14140+3534,LGG380:[G93]001,MCG+06-31-089,NGC5533,PGC050973,SDSSJ141607.74+352037.7,UGC09133,UZC141400+35340",171.85067819439487,45.91197397960286,11.806,-21.900000000000006,2.8088489452726435,1616,3.2430000000000003,26.506000000000004,132,8.199
NGC4224,184.140759,7.4620827,278.5306791,68.6654626,0.105,1.055,1.0,SABa,2586.9,4.8,36.955712890625,12.678,0.133,-20.729,11.212,0.102,14.741,11.769,33.407,0.433,48.0175833681836,1.463,"2MASXJ12163376+0727436,AGC007292,CGCG041-060,EGISJ121633.8+072744,EONJ184.141+07.462,EVCC0251,IRAS12140+0744,LGG281:[G93]002,MCG+01-31-034,NGC4224,PGC039328,SDSSJ121633.77+072743.5,SDSSJ121633.78+072743.4,SDSSJ121633.78+072743.5,UGC07292,UZC121400+07440,VCC0199",174.24135926786707,40.56262087523544,11.769,-21.637999999999998,2.395613789635263,1082,3.2129000000000003,26.206999999999997,102,9.503
NGC5172,202.32980550000002,17.0517167,345.8751671,76.6501575,0.085,0.815,4.7,SABc,4029.2,1.9,57.5599993024554,12.681,0.043,-21.249,11.11,0.099,12.761,11.961,33.93,0.259,61.094211076654,1.376,"2MASXJ13291914+1703061,AGC008477,CGCG101-057,HIPASSJ1329+17,IRAS13268+1718,MCG+03-34-041,NGC5172,PGC047330,SDSSJ132919.16+170306.2,UGC08477,UZC132654+17190",142.61041719749255,42.24018098074466,11.961,-21.969,2.9309411271669887,1797,3.2649,26.73,132,7.352
NGC3995,179.43376800000001,32.2940611,185.8007198,77.2594797,0.095,0.415,8.8,SABm,3315.4,15.4,47.3628557477679,12.682,0.073,-20.833,,,12.272,12.412,33.515,0.312,50.4661155714722,1.414,"2MASXJ11574411+3217389,AGC006944,ARP313:,CGCG186-075,IRAS11550+3234,IRAS11551+3234,KUG1155+325B,LGG259:[G93]005,MCG+06-26-061,NGC3995,NIBLES1459,PGC037624,SDSSJ115744.09+321738.6,SDSSJ115744.10+321738.6,UGC06944,UZC115512+32340,VV249:",155.6507617271288,38.08251196329462,12.412,-21.103,1.7816895361766,492,3.2233,26.315,44,8.993
PGC045146,195.987474,-11.4966358,307.833229,51.2560132,0.253,0.99,-0.2,S0-a,3228.3,17.4,46.1185721261161,12.685,0.192,-20.673,10.342,0.084,,11.74,33.358,0.335,46.9461888856646,1.464,"2MASXJ13035697-1129475,ARP176:,MCG-02-33-102,NGC4933B,PGC045146",174.6430270839963,39.748985707946225,11.74,-21.617999999999995,2.367249382052819,1050,3.2073,26.157999999999998,101,9.699
NGC3888,176.89313249999998,55.9672299,140.3006476,58.955231,0.05,0.67,5.2,SABc,2394.4,2.5,34.205712890625,12.685,0.047,-20.257,11.76,0.074,14.076,12.095,32.942,0.336,38.7614726389493,1.206,"2MASXJ11473433+5558021,CGCG268-085,IRAS11449+5614,KUG1144+562,LGG247:[G93]002,MCG+09-19-189,MRK0188,NGC3888,NIBLES1389,PGC036789,SBS1144+562,SDSSJ114734.37+555802.0,SDSSJ114734.37+555802.1,SDSSJ114734.38+555802.0,UGC06765,UZC114454+56140,VV455",96.41647518077264,18.118655926422093,12.095,-20.847,1.586869061927132,346,3.1657,25.742,41,11.853
NGC4899,195.23595899999998,-13.9442222,306.4390514,48.8627988,0.218,0.725,5.0,SABc,2656.3,2.9,37.9471435546875,12.687,0.316,-20.253,11.18,0.077,,12.33,32.94,0.409,38.7257400010711,1.306,"2MASXJ13005663-1356392,6dFJ1300566-135639,HIPASSJ1301-13B,IRAS12583-1340,LGG321:[G93]002,MCG-02-33-090,NGC4899,PGC044841",121.38115072069631,22.789008721016703,12.33,-20.61,1.4578354625213024,255,3.1653000000000002,25.74,30,11.86
NGC7371,341.5155135,-11.0011304,55.522004,-56.4236324,0.266,0.76,0.1,S0-a,2685.4,2.3,38.3628557477679,12.69,0.235,-20.25,10.906,0.081,12.81,12.019,32.94,0.409,38.7257400010711,1.322,"2MASXJ22460372-1100038,2MIG3086,6dFJ2246037-110004,AGC620174,HIPASSJ2246-10,MCG-02-58-001,NGC7371,NPM1G-11.0516,PGC069677",125.93639301741148,23.644244116379337,12.019,-20.921,1.6370669360363763,382,3.165,25.74,45,11.816
NGC3450,162.015099,-20.8492505,267.866339,33.4897774,0.241,,3.1,Sb,4029.0,2.8,57.5571428571429,12.694,0.189,-21.084,10.59,0.081,,11.83,33.778,0.277,56.9639341318647,1.416,"2MASXJ10480361-2050572,6dFJ1048036-205057,ESO569-006,ESOLV5690060,FLASHJ104803.82-205057.7,IRAS10456-2034,IRAS10456-2035,LGG220:[G93]001,MCG-03-28-004,NGC3450,PGC032270,UGCA218",156.3692129999337,43.18428017152568,11.83,-21.948,2.893182274817036,1740,3.2484,26.578,138,7.943
NGC5198,202.54754100000002,46.6708056,104.1197429,69.0166148,0.104,0.985,-4.8,E,2467.6,55.3,35.2514299665179,12.707,0.089,-20.298,,,,11.777,33.005,0.401,39.9025098636652,1.307,"1ZW059,2MASXJ13301141+4640149,CGCG246-010,LGG352:[G93]003,MCG+08-25-015,NGC5198,PGC047441,UGC08499,UZC132806+46560",121.6609631712769,23.535635143940496,11.777,-21.228,1.899150548813509,588,3.1697999999999995,25.805000000000003,67,11.444
NGC5426,210.853722,-6.0698667,333.247752,52.5133382,0.123,0.685,5.0,Sc,2598.7,16.6,37.1242850167411,12.707,0.102,-20.233,11.165,0.075,12.617,12.164,32.94,0.407,38.7257400010711,1.486,"2MASXJ14032485-0604087,AGC540004,ARP271:,HIPASSJ1403-06,IRAS14007-0549,LGG374:[G93]001,MCG-01-36-004,NGC5426,PGC050083,UGCA380,VV021:",183.71780602144062,34.49256049040567,12.164,-20.775999999999996,1.5432208629232491,315,3.1633000000000004,25.74,37,11.909
NGC5328,208.2221745,-28.489331,318.9518817,32.4636444,0.271,1.055,-4.7,E,4700.8,23.2,67.1542829241071,12.708,0.403,-21.443,10.685,0.072,,11.71,34.151,0.233,67.6394699000227,1.493,"2MASXJ13525331-2829213,6dFJ1352533-282922,ESO445-067,ESOLV4450670,FLASHJ135253.27-282919.7,LGG357:[G93]014,MCG-05-33-028,NGC5328,PGC049307",186.7029802263611,61.224592690303666,11.71,-22.441000000000003,3.9242508173092574,3716,3.2843,26.951000000000004,243,6.547
NGC4786,193.6350045,-6.8594493,304.3090823,56.0040073,0.157,0.97,-4.3,E,4627.2,15.6,66.1028599330357,12.71,0.067,-21.397,10.675,0.079,,11.709,34.107,0.041,66.2826233529343,1.3,"2MASXJ12543242-0651339,6dFJ1254324-065134,MCG-01-33-046,NGC4786,PGC043922",119.71573889813278,38.470284492294674,11.709,-22.398,3.821894330753821,3479,3.2797,26.907,232,6.694
NGC3872,176.45443649999999,13.7667216,250.7692846,69.6754007,0.22,0.9,-4.8,E,3210.0,60.0,45.8571428571429,12.712,0.1,-20.699,,,,11.712,33.411,0.332,48.1060678650417,1.379,"2MASXJ11454906+1346000,CGCG068-060,MCG+02-30-033,NGC3872,PGC036678,SDSSJ114549.05+134600.0,UGC06738,UZC114312+14030",143.59894538432326,33.49080363613154,11.712,-21.699,2.484863683350227,1188,3.2099,26.211000000000002,111,9.417
NGC2911,143.442054,10.1525024,223.1768845,40.5632138,0.133,0.955,-2.0,S0,3226.4,8.1,46.0914271763393,12.715,0.147,-20.643,11.634,0.072,15.113,13.175,33.358,0.338,46.9461888856646,1.539,"2MASXJ09334609+1009093,2MASXJ09334613+1009086,AGC005092,ARP232,CGCG063-007,LGG177:[G93]001,MCG+02-25-003,NGC2911,NIBLES0877,PGC027159,SDSSJ093346.08+100909.0,SDSSJ093346.09+100909.0,UGC05092,UZC093106+10220",207.56362669567312,47.2417580522563,13.175,-20.182999999999996,1.3373913433802045,158,3.2043,26.157999999999998,15,9.556
NGC6068,238.858083,78.9968056,113.3486644,34.4442953,0.154,0.46,4.0,SBbc,3973.1,6.0,56.7585728236607,12.715,0.115,-21.257,,,12.695,12.335,33.972,0.254,62.2873743959159,1.109,"2MASXJ15552594+7859485,ARK492,CGCG354-031,CGCG355-005,IRAS15575+7908,KAZ053,KPG476B,MCG+13-11-019,NGC6068,PGC056388,UGC10126,UZC155800+79080",77.11719959661693,23.287653667074167,12.335,-21.637,2.394185095417697,1081,3.2657,26.772000000000002,77,7.17
NGC3683A,172.2989115,57.132305,143.211037,56.6392316,0.06,,5.1,Sc,2408.7,11.3,34.4099993024554,12.716,0.448,-20.188,11.896,0.343,14.824,,32.904,0.287,38.0890258732558,1.308,"2MASXJ11291172+5707558,CGCG291-075,IRAS11263+5724,MCG+10-17-006,NGC3683A,NIBLES1284,PGC035376,SDSSJ112911.74+570756.7,SDSSJ112911.75+570756.3,SDSSJ112911.75+570756.4,SDSSJ112911.76+570756.4,UGC06484,UZC112624+57250",121.9414206561733,22.51778016820379,12.07326024192744,-20.830739758072564,1.5764863922765926,338,3.1588000000000003,25.704000000000004,40,11.969
NGC5987,234.989154,58.0795287,91.3349199,47.3937426,0.068,1.025,2.9,Sb,3006.2,2.0,42.9457135881696,12.72,0.079,-20.691,10.35,0.1,13.1,11.72,33.411,0.328,48.1060678650417,1.584,"2MASXJ15395738+5804463,2MASXJ15395739+5804458,CGCG297-026,IRAS15387+5814,LGG402:[G93]003,MCG+10-22-032,NGC5987,PGC055740,SDSSJ153957.35+580446.2,UGC09971,UZC153848+58150",230.2243472953673,53.69397656013318,11.72,-21.691000000000003,2.4729223003361085,1173,3.2091000000000003,26.211000000000002,111,9.5
NGC0783,30.277482000000003,31.8823664,139.7768202,-28.7001626,0.266,,5.3,Sc,5193.2,1.5,74.18857421875,12.724,0.323,-21.217,,,,,33.941,0.038,61.4045253147302,1.139,"2MASXJ02010661+3152569,AGC001497,CGCG503-073,IC1765,IRAS01582+3138,KUG0158+316,LGG042:[G93]005,MCG+05-05-042,MRK1171,NGC0783,PGC007657,SDSSJ020106.62+315256.8,UGC01497,UZC015812+31380,[BTW2003]J0200+3155",82.6325681336368,24.599489112467307,12.080944310826716,-21.860055689173286,2.7407429065304996,1520,3.2617000000000003,26.741000000000003,110,7.294
NGC0309,14.1777015,-9.9138734,127.3124797,-72.7407831,0.174,0.63,5.0,SABc,5653.4,5.1,80.7628557477679,12.728,0.167,-21.809,11.814,0.628,15.254,12.168,34.537,0.196,80.7978398118991,1.348,"2MASXJ00564266-0954500,2MASXJ00564267-0954507,6dFJ0056427-095450,AGC400506,HIPASSJ0056-09,IRAS00541-1011,IRAS00542-1010,MCG-02-03-050,NGC0309,NIBLES0132,PGC003377,SDSSJ005642.65-095449.7,SDSSJ005642.66-095449.9",133.70610895621826,52.37517161572177,12.168,-22.369,3.754246201941214,3327,3.3209,27.337,179,5.384
NGC4783,193.652337,-12.5583645,304.1436459,50.305935,0.23,0.995,-4.9,E,3992.9,19.6,57.0414271763393,12.732,0.225,-21.091,11.155,0.079,,,33.823,0.272,58.1567826288087,1.15,"2MASXJ12543658-1233288,3C278,LGG316:[G93]001,MCG-02-33-051,MRC1252-122,NGC4783,PGC043926,VV201:",84.75225267736525,23.89604797837443,12.088628379725991,-21.73437162027401,2.538524668993773,1254,3.2491000000000003,26.623,96,7.712
IC0983,212.5182885,17.7337844,9.6445218,69.5829057,0.105,0.82,4.1,SBbc,5441.5,2.8,77.7357142857143,12.736,0.228,-21.833,12.818,0.089,16.009,11.956,34.569,0.193,81.9973937647888,1.365,"2MASXJ14100440+1744016,AGC009061,ARP117:,CGCG103-098,IC0983,IRAS14077+1757,IRAS14077+1758,MCG+03-36-068,NPM1G+17.0481,PGC050577,SDSSJ141004.37+174401.8,UGC09061,UZC140742+17580",139.0436789981087,55.27461904498007,11.956,-22.613000000000003,4.358603543391723,4836,3.3232999999999997,27.369000000000003,255,5.286
UGC04883,139.6340505,74.3191954,138.3859677,35.6632755,0.14,,2.1,Sab,2966.0,27.0,42.3714285714286,12.739,0.321,-20.619,,,,,33.358,0.339,46.9461888856646,1.055,"2MASXJ09183216+7419085,CGCG350-019,IRAS09133+7431,MCG+12-09-034,PGC026284,UGC04883,UZC091306+74330,[RC2]A0913+74",68.10064894033889,15.49979845533408,12.095351940012858,-21.26264805998714,1.9344132596430654,618,3.2019,26.157999999999998,59,9.693
NGC5689,218.8736925,48.7415561,86.9803846,60.4852809,0.152,,0.4,S0-a,2168.2,18.4,30.9742850167411,12.74,0.068,-20.03,,,13.33,11.8,32.77,0.443,35.8096512592224,1.564,"2MASXJ14352967+4844293,CGCG248-010,IRAS14337+4857,LGG384:[G93]007,MCG+08-27-004,NGC5689,PGC052154,PGC2324524,SDSSJ143529.70+484429.9,UGC09399,UZC143342+48570",219.8625447887,38.17031999538706,11.8,-20.970000000000002,1.6730051774246704,408,3.143,25.570000000000004,51,12.709
NGC2916,143.739972,21.7052457,208.7088471,45.2204116,0.115,0.81,3.1,Sb,3716.2,3.7,53.0885707310268,12.745,0.13,-20.54,12.306,0.054,15.201,12.083,33.285,0.363,45.3941584752036,1.378,"2MASXJ09345756+2142189,AGC005103,CGCG122-021,HIPASSJ0935+21,IRAS09321+2155,MCG+04-23-011,NGC2916,NIBLES0881,PGC027244,SDSSJ093457.60+214218.9,UGC05103,UZC093206+21560",143.26867697479062,31.530124001291533,12.083,-21.201999999999998,1.8734677244948443,566,3.194,26.084999999999997,56,10.03
IC1438,334.12115850000004,-21.4307468,33.5122432,-54.3713415,0.159,,1.2,Sa,2616.2,4.8,37.3742850167411,12.749,0.264,-20.124,11.043,0.075,,,32.873,0.425,37.5491594585676,1.368,"2MASXJ22162910-2125506,6dFJ2216291-212551,ESO602-001,ESOLV6020010,IC1438,IRAS22137-2140,MCG-04-52-029,PGC068469,PGC191750",140.0074837368602,25.487423131545214,12.104957026136953,-20.768042973863047,1.5386000728138924,312,3.1524,25.673,38,12.188
NGC4727,192.7383375,-14.3329679,302.7546451,48.5386294,0.227,,4.1,Sbc,7622.0,60.0,108.885714285714,12.753,0.334,-22.475,10.871,0.077,,12.22,35.228,0.144,111.070858372351,1.432,"2MASXJ12505723-1419588,IRAS12483-1403,MCG-02-33-023,NGC4727,PGC043499",162.23750184653062,87.36265769897965,12.22,-23.008000000000003,5.513622057678958,8803,3.3875,28.028000000000002,329,3.744
NGC4047,180.7111065,48.6362161,143.3604139,66.5195858,0.1,,3.3,Sb,3428.3,2.7,48.9757149832589,12.756,0.236,-20.882,11.738,0.066,14.137,,33.638,0.297,53.4072354186232,1.186,"2MASXJ12025065+4838106,CGCG243-037,IRAS12002+4854,MCG+08-22-058,NGC4047,NIBLES1495,PGC038042,SDSSJ120250.66+483810.4,SDSSJ120250.67+483810.3,SDSSJ120250.68+483810.3,UGC07025,UZC120018+48550",92.07701896795766,23.8410735154619,12.111680586423818,-21.526319413576182,2.2428159854367777,914,3.2282,26.438,77,8.506
NGC4795,193.761927,8.0655331,305.6659819,70.918095,0.148,0.96,0.6,SBa,2785.1,5.6,39.7871442522321,12.756,0.066,-20.373,11.43,0.21,14.649,,33.129,0.376,42.2474327669458,1.335,"2MASXJ12550289+0803555,CGCG043-064,EVCC1240,HIPASSJ1255+08,KPG359A,MCG+01-33-024,NGC4795,NPM1G+08.0305,PGC043998,SDSSJ125502.85+080355.9,SDSSJ125502.86+080356.0,UGC08037,UZC125230+08200",129.7631114236212,26.57822861609645,12.111680586423818,-21.017319413576182,1.7097892119049902,436,3.1773,25.929,46,10.753
