Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs,SDSSobjID,SDSSnChild,SDSSra,SDSSdec,SDSSdistance,petroMag_g,petroR50_g,petroR90_g,deVRad_g,expRad_g,petroMag_r,petroR50_r,petroR90_r,deVRad_r,expRad_r,Re_SDSS_g_calc,Re_SDSS_r_calc,Re_SDSS_g_calc_kpc,Re_SDSS_r_calc_kpc,Re_BmagCalc_kpc,Re_BmagCalc_arcsec
UGC05097,143.5438275,0.2416305,234.0904898,35.5979617,0.166,,1.1,Sa,4846.7,14.1,69.23857421875,13.969,0.3,-20.239,13.049,0.147,14.77,,34.208,0.227,69.4384529793694,0.802,"2MASXJ09341062+0014312,AGC005097,CGCG007-002,IRAS09316+0027,KPG206B,MCG+00-25-001,MRK1233,PGC027192,SDSSJ093410.41+001428.3,UGC05097,UZC093136+00290,[EKS2015]RS0087",38.03218267541562,12.803412738029404,13.276777533276494,-20.931222466723504,1.6443853101990271,387,3.1639,27.008,21,5.627,1237648721751638105,0,143.543942298917,0.241751093393296,0.00998983303692022,14.11784,5.413909,12.28854,9.889668,6.974134,13.71554,5.558038,12.53275,11.26585,7.100222,5.459140809067213,5.6019310084141685,1.837802304696242,1.8858721689159026,4.103989269233512,12.190786376965418
NGC5607,214.861209,71.58825,113.4819266,43.8894554,0.091,,2.0,Sab,7591.8,3.7,108.454282924107,13.969,0.048,-21.33,,,13.819,13.499,35.299,0.138,114.762488604345,0.94,"2MASXJ14192669+7135177,2MIG1964,7ZW547,CGCG337-007,IRAS14188+7148,MCG+12-14-001,MRK0286,NGC5607,PGC051182,UGC09189,UZC141842+71500",52.25781539736483,29.075397881502173,13.499,-21.8,2.641849318031518,1386,3.273,28.099,43,3.106,,,,,,,,,,,,,,,,,,,,6.025551262873569,10.829848205204929
NGC5180,202.362291,16.8258611,345.3662269,76.4552999,0.09,0.985,-1.9,S0,6712.0,60.0,95.8857142857143,13.969,0.078,-21.034,,,14.429,12.999,35.003,0.159,100.138174587953,1.098,"2MASXJ13292695+1649331,CGCG101-058,MCG+03-34-042,NGC5180,PGC047352,UGC08479,UZC132700+17050",75.18847049648497,36.50273282223434,12.999,-22.004,2.995049700996333,1896,3.2434000000000003,27.803,69,3.66,1237668590267203602,0,202.362302760635,16.825822256164,0.00242652865706716,14.31748,3.799818,13.00348,5.695437,3.800731,13.40189,4.197813,13.95854,6.735301,3.938709,5.192975172484546,5.315836089896523,2.521101759644937,2.580748660465903,4.715304665535534,9.712602819441594
NGC0341,15.190955999999998,-9.1857131,130.3680147,-71.922708,0.18,,4.0,Sbc,4494.6,10.0,64.2085728236607,13.97,0.37,-20.063,12.492,0.371,15.295,,34.033,0.247,64.0619551725421,1.097,"2MASXJ01004581-0911087,6dFJ0100458-091109,ARP059:,HIPASSJ0100-09,IRAS00582-0927,MCG-02-03-063,MRK0968,NGC0341,NIBLES0140,PGC003620,SDSSJ010045.82-091108.6,SDSSJ010045.83-091108.5,SDSSJ010045.83-091108.6,VV361:",75.01554181306321,23.298389338338605,13.277738041888904,-20.7552619581111,1.5312910242720363,307,3.1463,26.833,19,6.256,1237652948532199469,0,15.1909590958696,-9.18570923008429,0.000295870053608499,13.73145,12.77343,27.77186,15.20851,13.94744,12.99633,12.3039,28.26776,13.8415,12.15349,12.8473587070693,12.417902373326362,3.9901433475278982,3.8567624423777063,3.857443558861772,12.42009541428503
NGC3959,178.656783,-7.7565126,279.394683,52.4996346,0.169,,1.2,Sa,5719.2,4.7,81.7028599330357,13.97,0.354,-20.631,12.175,0.075,,,34.601,0.19,83.2147567295189,0.946,"2MASXJ11543763-0745233,6dFJ1154377-074523,MCG-01-30-046,NGC3959,PGC037363",52.98479402511376,21.375981117317565,13.277738041888904,-21.323261958111097,1.9989864720756716,676,3.2031,27.401,30,4.571,,,,,,,,,,,,,,,,,,,,4.711233545717887,11.677767567910044
NGC5829,225.675009,23.3336126,33.0048438,60.1577914,0.193,0.575,5.3,Sc,5686.1,1.6,81.2300013950893,13.971,0.117,-20.707,12.951,0.378,15.317,13.471,34.678,0.184,86.2184638455705,1.152,"2MASXJ15024196+2320009,AGC009673,ARP042,CGCG134-070:,HCG073A,HIPASSJ1502+23,MCG+04-35-027,NGC5829,PGC053709,SDSSJ150242.00+232001.0,SDSSJ150242.01+232001.0,UGC09673,UZC150024+23310,VV007",85.14345130134551,35.58983626748188,13.471,-21.207,1.8783551763566493,570,3.2107,27.478,25,4.407,1237665441528086665,0,225.675023596867,23.333619763793,0.000911845399160243,14.01276,17.84612,37.36147,29.6659,16.43838,13.50601,16.86897,35.42178,29.67383,14.32005,17.920989825446405,16.941567817197324,7.490947147320621,7.081550201606227,4.838975334516494,11.576537122742103
NGC3325,159.835173,-0.2002325,248.2002614,48.1250427,0.239,0.98,-4.9,E,5605.1,6.4,80.0728585379464,13.971,0.42,-20.582,11.876,0.285,15.362,13.0,34.553,0.195,81.3954785300754,1.101,"2DFGRSN362Z238,2MASXJ10392046-0012010,CGCG009-093,LGG205:[G93]002,MCG+00-27-036,MGC10228,NGC3325,NIBLES1083,NPM1G+00.0308,PGC031689,SDSSJ103920.45-001200.8,SDSSJ103920.45-001200.9,UGC05795,UZC103642+00030,[FN2007]0473",75.70965207544023,29.87624347332787,13.0,-21.553,2.278088467188354,952,3.1982,27.353,44,4.717,1237648721221910580,0,159.835214457552,-0.200241896044308,0.0025505246128153,13.61716,8.070672,26.12417,11.04282,7.435094,12.7862,8.311604,27.12333,11.24465,8.868671,9.694051946981252,10.12844751036691,3.825428439725344,3.9968478989313034,3.8806443692667663,9.833975121001945
NGC4935,195.8384385,14.3774283,315.8141995,76.950168,0.132,,3.0,Sb,6402.3,6.7,91.46142578125,13.971,0.339,-20.924,12.795,0.072,15.387,,34.895,0.166,95.279636488069,1.039,"2MASXJ13032119+1422391,AGC008159,ALFALFA1-468,CGCG100-023,MCG+03-33-023,NGC4935,PGC045093,SDSSJ130321.22+142239.0,SDSSJ130321.23+142239.0,UGC08159,UZC130054+14390",65.63738197632561,30.31976290079673,13.278698550501314,-21.61630144949869,2.3648607435945905,1047,3.2324,27.695000000000004,40,3.891,1237662525233627139,0,195.838439547323,14.3775099138685,0.00489721043537176,14.04977,9.421976,30.76868,11.63179,8.506887,13.23451,9.153585,27.65119,11.22124,8.826975,11.49671315073084,10.095128346172947,5.310656920995986,4.6632252642171945,5.223096717704281,11.30715947485987
ESO510-009,208.578732,-26.8729422,319.8640698,33.9230178,0.295,,-1.9,S0,5998.0,20.0,85.6857142857143,13.971,0.204,-20.722,11.815,0.075,,,34.693,0.182,86.8160772838287,1.138,"2MASXJ13541899-2652245,ESO510-009,ESOLV5100090,FLASHJ135419.09-265222.3,MCG-04-33-009,PGC049421",82.4425185007509,34.6997118155512,13.278698550501314,-21.414301449498684,2.1029920167655973,773,3.2122,27.493,33,4.357,,,,,,,,,,,,,,,,,,,,4.12201166426659,9.793424933843681
IC5353,356.8693275,-28.1096102,25.269588,-75.8081782,0.085,0.99,-3.2,E-S0,8232.4,9.5,117.605719866071,13.973,0.14,-21.383,11.95,0.099,,13.053,35.356,0.134,117.814785960431,1.253,"2DFGRSS194Z023,2MASXJ23472856-2806335,ABELL4038:[PL95]BCG,DRCG54-056,ESO471-017,ESOLV4710170,IC5353,MCG-05-56-010,NFPJ234728.6-280633,PGC072421,PGC745730",107.43635124211762,61.36567389503684,13.053,-22.303,3.604399811887106,3006,3.2783,28.156,90,3.023,,,,,,,,,,,,,,,,,,,,5.480699693421162,9.595370505050148
UGC12776,356.55075,33.3703611,107.5939596,-27.5509404,0.264,0.97,3.1,SBb,4933.2,3.0,70.4742885044643,13.973,0.525,-20.362,11.72,0.1,,,34.335,0.214,73.6206787098167,1.387,"2MASXJ23461218+3322133,2MIG3197,AGC012776,CGCG498-008,IRAS23436+3305,IRAS23437+3305,KIG1038,MCG+05-56-002,NPM1G+33.0503,PGC072352,UGC12776,UZC234342+33060,[BTW2003]J2346+3330",146.26864910212515,52.2066139231885,13.280619567726133,-21.054380432273867,1.7400448828815342,459,3.1762,27.135,24,5.302,1237680479802622028,0,356.550770764808,33.3703680460043,0.00112084424461414,13.60588,18.21935,63.66522,13.40731,10.52253,12.77149,16.0551,55.18172,14.38531,10.89531,26.801253230739636,22.247017714998478,9.565978004609216,7.940467570588823,4.285586706285189,12.00704146529479
UGC04080,119.2119585,73.7866111,141.0517348,30.5183106,0.143,,1.0,Sa,4134.0,22.0,59.0571428571429,13.974,0.353,-20.039,,,,,34.013,0.249,63.4746182562869,1.096,"2MASXJ07565087+7347118,CGCG331-022,MCG+12-08-021,NPM1G+73.0028,PGC022268,UGC04080,UZC075100+73550",74.84301085457659,23.03169002567273,13.281580076338544,-20.731419923661456,1.518027323108072,297,3.1439000000000004,26.813,18,6.237,,,,,,,,,,,,,,,,,,,,3.8249916686002643,12.429565205706298
NGC2582,126.300294,20.3347451,203.7416353,29.3689673,0.168,0.905,2.6,Sb,4411.8,2.1,63.0257114955357,13.977,0.101,-20.057,12.207,0.288,15.679,13.107,34.034,0.246,64.091447373999,1.076,"2MASXJ08251207+2020052,CGCG089-022,CGCG119-091,IC2359,LGG159:[G93]002,MCG+04-20-050,NGC2582,NIBLES0649,PGC023630,SDSSJ082512.06+202005.0,SDSSJ082512.06+202005.1,SDSSJ082512.07+202005.1,UGC04391,UZC082224+20300",71.4745204816425,22.208835566048556,13.107,-20.927,1.641351004779381,385,3.1457,26.834,23,6.199,1237664834851897471,0,126.300282123872,20.334744486566,0.000669172272636008,13.84524,14.93029,27.59105,22.49503,13.84251,13.05412,14.799,28.18505,20.02921,13.89369,14.952003921377818,14.826792546427708,4.645943676643218,4.607037520735811,3.849304865162487,12.388187512439382
NGC5603,215.756364,40.3773808,73.8109508,66.9205565,0.044,0.995,-2.2,S0,5566.3,6.5,79.5185686383929,13.977,0.062,-20.67,12.515,0.099,15.482,13.007,34.647,0.186,84.9962708599115,1.047,"1ZW086,2MASXJ14230151+4022382,CGCG220-011,IRAS14210+4036,MCG+07-30-008,NGC5603,NIBLES2122,PGC051382,SDSSJ142301.52+402238.7,SDSSJ142301.53+402238.7,UGC09217,UZC142106+40360",66.8576720155038,27.55025234379505,13.007,-21.64,2.3984744919328023,1086,3.207,27.447,48,4.444,1237661872413606089,0,215.756355440225,40.3774275977937,0.00283499468027647,13.80175,6.179133,19.0651,9.11978,6.020857,12.97678,5.753453,18.58267,8.151018,5.984675,6.955138001251781,6.88522476197336,2.8660257116935006,2.8372163420844903,4.030656540192329,9.781409970715464
UGC04749,136.139541,51.6140278,166.6838587,41.3513716,0.081,0.625,1.0,Sa,4758.7,17.7,67.9814313616071,13.977,0.087,-20.304,,,13.997,13.427,34.281,0.221,71.8124338522769,0.82,"2MASXJ09043349+5136505,CGCG264-057,IRAS09010+5148,LGG168:[G93]003,MCG+09-15-083,MRK0101,PGC025473,SBS0901+518,UGC04749,UZC090100+51500,[RC2]A0901+51",39.64160688045576,13.80147030228441,13.427,-20.854,1.591410085168263,349,3.1704,27.081,19,5.47,1237653613183565838,0,136.139800141205,51.6141977819881,0.0140440377871866,14.44696,4.691714,14.79479,8.079079,4.837408,14.03423,4.707672,14.76305,8.579816,4.834305,5.418898321276161,5.3989491985672595,1.886622923175811,1.8796775128786498,4.198975363537537,12.060608545056425
NGC0789,30.608292,32.0721944,140.0148245,-28.4335451,0.292,,3.0,Sb,5264.6,2.9,75.2085728236607,13.977,0.318,-20.461,,,,,34.438,0.204,77.1969149967899,0.839,"2MASXJ02022599+3204199,AGC001520,ARK072,CGCG503-077,IRAS01595+3149,KUG0159+318,LGG042:[G93]007,MCG+05-05-047,NGC0789,PGC007760,UGC01520,UZC015930+31500",41.41438823041452,15.499784296256593,13.28446160217577,-21.15353839782423,1.8273597628212883,528,3.1861,27.238000000000003,26,4.938,1237678807460741356,0,30.6085020776741,32.0723122779312,0.0128103449373648,14.05251,9.216509,21.6318,18.37085,10.65315,13.3893,9.076692,21.66414,17.89393,9.756232,9.319031155278303,9.19327727353368,3.487748556209032,3.440683801066104,4.4375705338259674,11.856892029916933
NGC7288,337.062381,-2.8845311,61.9900364,-48.0642812,0.284,,0.6,Sa,4949.8,29.3,70.71142578125,13.977,0.505,-20.322,,,,,34.299,0.219,72.4102350557357,1.283,"2MASXJ22281498-0253043,2MIG3046,6dFJ2228150-025304,IRAS22256-0308,LAMOSTJ222814.96-025304.2,MCG-01-57-013,MRK0912,NGC7288,PGC068933,PGC192329",115.12012444021735,40.413425788968965,13.28446160217577,-21.01453839782423,1.7075703340805148,434,3.1722,27.099,23,5.397,1237679996621946951,0,337.062352524864,-2.88451202701509,0.00205455873357763,13.76389,7.872942,25.67115,10.63927,7.703197,12.99277,7.798598,25.56292,10.68361,7.738408,9.579657037361889,9.583905706583673,3.3629807181475626,3.3644722321563547,4.2256657519668,12.037068318567638
NGC5416,210.547134,9.440107,349.617989,65.674735,0.134,0.71,5.7,Sc,6244.8,6.4,89.21142578125,13.978,0.089,-20.861,12.599,0.302,15.136,13.288,34.839,0.17,92.8538980579547,1.111,"2MASXJ14021133+0926237,AGC008944,CGCG074-052,IRAS13597+0940,MCG+02-36-014,NGC5416,PGC049991,SDSSJ140211.31+092624.3,SDSSJ140211.31+092624.4,SDSSJ140211.32+092624.4,UGC08944,UZC135942+09410,[KG2002]J140211.26+092623.9",77.47315641681205,34.87593420189875,13.288,-21.551,2.2754178229032505,949,3.2261,27.639,38,4.031,1237662238014308394,0,210.547147383423,9.44010971471649,0.000808703916375707,13.7541,11.80637,26.77436,25.99086,13.36603,13.13188,11.25415,25.56905,23.17021,12.15431,11.904262047174537,11.34894149632349,5.3589175797324975,5.108930050010003,5.108539022036706,11.348072869517303
NGC4156,182.7067125,39.4728199,154.7503371,75.043535,0.116,0.86,3.1,Sb,6775.8,12.5,96.7971400669643,13.979,0.067,-21.05,12.715,0.13,15.42,13.534,35.029,0.156,101.344425644297,1.046,"2MASXJ12104958+3928223,CGCG215-047,KPG325,KPG325A,MCG+07-25-045,NGC4156,NIBLES1546,PGC038773,SDSSJ121049.60+392822.1,UGC07173,UZC120818+39450",66.70390363689549,32.77370762036074,13.534,-21.495000000000005,2.202384431780956,872,3.245,27.829000000000004,31,3.615,1237664667907981318,0,182.706681532707,39.4728121480946,0.00150779846145883,13.96886,10.83157,23.36825,13.04913,9.457245,13.20249,10.52395,23.23099,18.16797,10.43411,10.890258873371359,10.593270130421695,5.350723732283854,5.20480390304935,5.45997649865005,11.11261961705565
ESO536-002,350.503791,-23.5068333,38.1307553,-69.4985104,0.102,,-2.7,E-S0,7903.0,35.0,112.9,13.98,0.433,-21.296,12.05,0.093,,,35.276,0.14,113.553413851838,1.107,"2MASXJ23220092-2330246,6dFJ2322009-233025,DUKST536-001,ESO536-002,MCG-04-55-006,PGC071212",76.76287824945148,42.25965084875388,13.287343128013,-21.988656871987004,2.9667643747708325,1852,3.2696,28.076000000000004,57,3.13,,,,,,,,,,,,,,,,,,,,5.278994865957037,9.589072129943748
NGC5000,197.447862,28.9068688,57.7035279,85.5765927,0.039,,3.8,Sbc,5594.0,4.3,79.9142857142857,13.98,0.129,-20.652,12.668,0.127,15.189,13.28,34.632,0.187,84.4111843729735,1.107,"2MASXJ13094745+2854250,AGC008241,CGCG160-152,IRAS13073+2910,MCG+05-31-144,NGC5000,NIBLES1808,PGC045658,SDSSJ130947.48+285424.9,SDSSJ130947.48+285425.0,UGC08241,UZC130724+29100,VV460,[WTK2001]J130947.44+285423.0",76.76287824945148,31.41417821207944,13.28,-21.352,2.030899506751439,705,3.2052000000000005,27.432,31,4.482,1237665428090781711,0,197.447854169952,28.9069444264138,0.00455618455980215,13.58953,18.69117,46.1896,29.67713,18.56516,13.00347,16.74366,41.7343,29.66839,17.04947,19.014846482813613,17.05592934905379,7.7815708544084865,6.979910294695608,4.746189613372865,11.597666919074747
ESO413-016,24.9875085,-28.6967893,224.0751253,-79.173667,0.097,0.91,3.9,Sbc,5941.2,7.3,84.8742885044643,13.98,0.291,-20.621,12.204,0.268,,,34.601,0.189,83.2147567295189,1.291,"2MASXJ01395702-2841480,2MFGC01259,AGC021297,ESO413-016,ESOLV4130160,IRAS01376-2856,MCG-05-05-007,PGC006161,PGC738549",117.26036734652364,47.30707072336551,13.287343128013,-21.313656871987,1.9885072535244035,666,3.2021,27.401,30,4.54,,,,,,,,,,,,,,,,,,,,4.694678404361966,11.636732223146875
IC0962,209.3050095,12.0213174,351.7350474,68.4082597,0.103,0.93,-2.5,S0,6216.7,1.9,88.8100027901786,13.981,0.271,-20.858,12.762,0.063,15.276,,34.839,0.17,92.8538980579547,0.929,"2MASXJ13571321+1201163,CGCG074-015,IC0962,IRAS13547+1215,MCG+02-36-003,PGC049626,SDSSJ135713.19+120116.7,SDSSJ135713.20+120116.7,SDSSJ135713.20+120116.8,UGC08868,UZC135442+12160,[SLT2009]J135713.2+120116.8",50.95082850217884,22.93643146297068,13.288303636625407,-21.55069636337459,2.2750127477801243,948,3.2258000000000004,27.639,38,4.041,1237662199886184521,0,209.304997013894,12.0213277961153,0.000962283238702961,13.80071,4.563699,13.74421,6.655558,4.664112,13.13042,4.575052,13.84998,6.201187,4.658861,5.020002208316528,5.0551670919449965,2.2598442455178067,2.27567435009036,4.370849602469112,9.709374750111055
UGC05734,158.5632555,52.8708086,158.1301622,53.8381889,0.097,,0.0,S0-a,7056.0,2.5,100.8,13.982,0.262,-21.136,12.656,0.102,15.779,,35.118,0.15,105.584460726878,1.233,"2MASXJ10341520+5252144,CGCG266-059,EGISJ103415.2+525215,EONJ158.563+52.871,MCG+09-17-074,NIBLES1061,PGC031269,SDSSJ103415.15+525214.9,SDSSJ103415.16+525214.9,SDSSJ103415.16+525215.1,SDSSJ103415.17+525215.1,UGC05734,UZC103106+53070",102.60091890541727,52.52012068315335,13.289264145237818,-21.828735854762183,2.6886467317962115,1448,3.2536,27.918000000000003,49,3.437,1237657591390339089,0,158.563207042777,52.8708744225312,0.00432172294190653,13.99543,3.888241,11.45914,8.514813,4.221967,13.14399,3.75543,11.28511,7.608,4.076956,4.20653048118081,4.123297424414091,2.1532700767781763,2.1106641212677233,5.627795842087723,10.99420597857656
NGC4566,189.0005175,54.2209614,127.8633618,62.7593262,0.095,1.005,2.7,SBb,5357.6,2.6,76.5371442522321,13.983,0.148,-20.57,12.754,0.073,15.605,13.233,34.553,0.193,81.3954785300754,1.034,"2MASXJ12360013+5413150,2MIG1748,CGCG270-012,KIG0539,LGG300:[G93]006,MCG+09-21-024,NGC4566,PGC042007,SDSSJ123600.10+541315.5,SDSSJ123600.11+541315.4,SDSSJ123600.11+541315.5,UGC07769,UZC123336+54300",64.88603707787628,25.60507132995881,13.233,-21.32,1.9954171756165808,673,3.197,27.353,31,4.697,1237658800965287949,0,189.000455079441,54.2209742084152,0.00232063522853585,13.78038,11.23764,25.36284,10.80245,11.62287,13.07715,9.922793,24.19939,9.009624,9.617618,11.32708290585801,10.076155390541219,4.469848658144376,3.9762125894189575,4.611147750750219,11.68515018259962
ESO596-048,307.559541,-19.1159242,25.5363601,-30.0473211,0.278,1.075,-3.3,E-S0,8005.2,19.6,114.360002790179,13.984,0.226,-21.349,12.367,0.669,,12.934,35.333,0.136,116.57355387398,0.949,"2MASXJ20301427-1906574,6dFJ2030143-190658,ESO596-048,ESOLV5960480,MCG-03-52-013,NPM1G-19.0557,PGC064826",53.3520670714769,30.15266800012124,12.934,-22.399,3.8242468349296814,3484,3.2749,28.133,106,3.045,1237666185615835353,0,307.559469021076,-19.115966388457,0.0048019516245839,14.055,6.245072,18.68179,9.892277,5.989215,13.15014,6.188101,18.75092,8.903701,6.044226,6.831653252281853,6.843287450361047,3.861004525504712,3.8675797555076956,5.400970989809064,9.556466661531761
NGC2623,129.6002805,25.7545702,198.839484,33.973452,0.178,0.815,2.7,Sb,5496.6,30.9,78.5228585379464,13.984,0.073,-20.942,13.277,0.072,15.521,13.552,34.926,0.216,96.6495280245324,1.379,"2MASXJ08382409+2545167,AGC004509,ARP243,CGCG120-015,IRAS08354+2555,MCG+04-21-009,NGC2623,NRGb004.026,PGC024288,SDSSJ083824.00+254516.3,SDSSJ083824.01+254516.2,SDSSJ083824.02+254516.3,UGC04509,UZC083524+25560,VV079",143.59894538432326,67.28611396124137,13.552,-21.374,2.0559002106468824,728,3.2342000000000004,27.726000000000003,27,3.832,1237664668961538066,0,129.600065967127,25.754523619867,0.011925434915331,14.34012,6.634674,17.67555,15.90683,7.169426,13.66257,6.481984,17.65194,15.35237,6.443817,6.855245741781194,6.74327626406522,3.2121604025663,3.15969489860585,5.256296836335529,11.21774817846549
UGC06887,178.805031,22.6954067,229.0396526,76.5147649,0.114,,6.9,SBcd,6808.9,3.8,97.2699986049107,13.985,2.333,-21.044,,,14.845,13.085,35.029,0.156,101.344425644297,0.968,"2MASXJ11551317+2241427,AGC006887,CGCG127-104,IRAS11526+2258,MCG+04-28-095,PGC037406,UGC06887,UZC115236+22590",55.73798320679617,27.385809006201875,13.085,-21.944000000000003,2.886049883363512,1729,3.2444,27.829000000000004,62,3.631,1237667735580114966,0,178.804840527822,22.6954303671247,0.0106386205132792,15.01358,10.68286,22.51548,29.67129,14.53791,14.16756,10.40017,22.28278,29.67424,13.49649,10.730309829863478,10.453296515150194,5.272135780151109,5.136030501623774,5.448456673239845,11.089173465250758
NGC5754,221.331876,38.7311943,66.2169704,63.5844702,0.048,,3.0,SBb,4404.3,4.6,62.9185686383929,13.988,0.291,-20.163,12.673,0.09,15.815,,34.151,0.232,67.6394699000227,1.108,"2MASXJ14451966+3843526,ARP297:,CGCG220-052:,IRAS14432+3856,MCG+07-30-061,NGC5754,PGC052686,SDSSJ144519.64+384352.3,SDSSJ144519.65+384352.3,UGC09505,UZC144318+38560",76.93983495936132,25.230502755418684,13.295027196912274,-20.85597280308773,1.5926976508866346,350,3.1563,26.951000000000004,20,5.793,1237661850944602133,0,221.331863707723,38.7312182031329,0.00154528856288749,13.66516,15.16773,38.03329,12.51744,14.85558,12.85002,14.34964,36.28151,12.33392,14.62204,15.465614542522657,14.652394222356342,5.071563131574987,4.804887780119451,3.995650025029744,12.184642393427207
UGC05241,146.9934765,54.0147165,161.2527187,47.1477285,0.052,,4.6,Sc,7464.7,3.0,106.63857421875,13.988,0.275,-21.252,12.996,0.221,15.239,,35.24,0.142,111.686411107433,0.974,"2MASXJ09475843+5400528,CGCG265-042,IRAS09445+5414,MCG+09-16-051,MRK1425,PGC028166,SBS0944+542,SDSSJ094758.43+540052.9,SDSSJ094758.43+540053.0,SDSSJ094758.43+540053.1,UGC05241,UZC094430+54150",56.51337579137048,30.60032541489761,13.295027196912274,-21.94497280308773,2.887782729693299,1732,3.2652,28.040000000000003,55,3.194,1237655108368662577,0,146.993478364516,54.014720360617,0.000240783134145855,14.04552,12.06986,27.37519,27.15642,12.20576,13.35766,12.28252,29.61825,26.18946,11.61707,12.170039546038518,12.454814078836124,6.589717305081208,6.743914311567818,5.862356885003374,10.826733806694463
UGC01166,24.6449655,34.9920154,133.7451753,-26.8878913,0.197,,-1.0,S0-a,4864.1,29.1,69.4871442522321,13.989,0.297,-20.292,12.37,0.1,,,34.281,0.22,71.8124338522769,1.181,"2MASXJ01383478+3459313,2MFGC01243,CGCG521-061,LGG026:[G93]017,MCG+06-04-049,PGC006077,UGC01166,UZC013542+34450",91.0230220475602,31.690227376553263,13.295987705524684,-20.985012294475315,1.684452419536569,417,3.1692,27.081,22,5.435,,,,,,,,,,,,,,,,,,,,3.424690188686775,9.836649224597762
PGC027568,144.9416535,-11.3456369,246.0508658,29.6767845,0.231,,4.0,Sbc,4437.1,32.8,63.3871442522321,13.99,0.5,-20.003,12.24,0.093,,,33.993,0.252,62.8926661999265,1.096,"2MASXJ09394601-1120445,2MIG1310,6dFJ0939460-112044,IRAS09373-1107,MCG-02-25-011,PGC027568",74.84301085457659,22.82052941155485,13.296948214137094,-20.696051785862903,1.499233502460811,284,3.1403,26.793000000000003,18,6.344,,,,,,,,,,,,,,,,,,,,3.776825010650059,12.38660813560238
